vsg,vsd,irg
3,6.00E+00,5.39E-04
6,0.00E+00,-1.85E-15
6,1.00E-02,5.04E-06
6,2.00E-02,1.01E-05
6,3.00E-02,1.51E-05
6,4.00E-02,2.02E-05
6,5.00E-02,2.52E-05
6,6.00E-02,3.02E-05
6,7.00E-02,3.52E-05
6,8.00E-02,4.03E-05
6,9.00E-02,4.53E-05
6,1.00E-01,5.03E-05
6,1.10E-01,5.53E-05
6,1.20E-01,6.03E-05
6,1.30E-01,6.54E-05
6,1.40E-01,7.04E-05
6,1.50E-01,7.54E-05
6,1.60E-01,8.04E-05
6,1.70E-01,8.54E-05
6,1.80E-01,9.04E-05
6,1.90E-01,9.54E-05
6,2.00E-01,1.00E-04
6,2.10E-01,1.05E-04
6,2.20E-01,1.10E-04
6,2.30E-01,1.15E-04
6,2.40E-01,1.20E-04
6,2.50E-01,1.25E-04
6,2.60E-01,1.30E-04
6,2.70E-01,1.35E-04
6,2.80E-01,1.40E-04
6,2.90E-01,1.45E-04
6,3.00E-01,1.50E-04
6,3.10E-01,1.55E-04
6,3.20E-01,1.60E-04
6,3.30E-01,1.65E-04
6,3.40E-01,1.70E-04
6,3.50E-01,1.75E-04
6,3.60E-01,1.80E-04
6,3.70E-01,1.85E-04
6,3.80E-01,1.90E-04
6,3.90E-01,1.95E-04
6,4.00E-01,2.00E-04
6,4.10E-01,2.05E-04
6,4.20E-01,2.10E-04
6,4.30E-01,2.14E-04
6,4.40E-01,2.19E-04
6,4.50E-01,2.24E-04
6,4.60E-01,2.29E-04
6,4.70E-01,2.34E-04
6,4.80E-01,2.39E-04
6,4.90E-01,2.44E-04
6,5.00E-01,2.49E-04
6,5.10E-01,2.54E-04
6,5.20E-01,2.59E-04
6,5.30E-01,2.64E-04
6,5.40E-01,2.68E-04
6,5.50E-01,2.73E-04
6,5.60E-01,2.78E-04
6,5.70E-01,2.83E-04
6,5.80E-01,2.88E-04
6,5.90E-01,2.93E-04
6,6.00E-01,2.98E-04
6,6.10E-01,3.03E-04
6,6.20E-01,3.08E-04
6,6.30E-01,3.12E-04
6,6.40E-01,3.17E-04
6,6.50E-01,3.22E-04
6,6.60E-01,3.27E-04
6,6.70E-01,3.32E-04
6,6.80E-01,3.37E-04
6,6.90E-01,3.42E-04
6,7.00E-01,3.46E-04
6,7.10E-01,3.51E-04
6,7.20E-01,3.56E-04
6,7.30E-01,3.61E-04
6,7.40E-01,3.66E-04
6,7.50E-01,3.71E-04
6,7.60E-01,3.75E-04
6,7.70E-01,3.80E-04
6,7.80E-01,3.85E-04
6,7.90E-01,3.90E-04
6,8.00E-01,3.95E-04
6,8.10E-01,4.00E-04
6,8.20E-01,4.04E-04
6,8.30E-01,4.09E-04
6,8.40E-01,4.14E-04
6,8.50E-01,4.19E-04
6,8.60E-01,4.24E-04
6,8.70E-01,4.28E-04
6,8.80E-01,4.33E-04
6,8.90E-01,4.38E-04
6,9.00E-01,4.43E-04
6,9.10E-01,4.48E-04
6,9.20E-01,4.52E-04
6,9.30E-01,4.57E-04
6,9.40E-01,4.62E-04
6,9.50E-01,4.67E-04
6,9.60E-01,4.72E-04
6,9.70E-01,4.76E-04
6,9.80E-01,4.81E-04
6,9.90E-01,4.86E-04
6,1.00E+00,4.91E-04
6,1.01E+00,4.95E-04
6,1.02E+00,5.00E-04
6,1.03E+00,5.05E-04
6,1.04E+00,5.10E-04
6,1.05E+00,5.14E-04
6,1.06E+00,5.19E-04
6,1.07E+00,5.24E-04
6,1.08E+00,5.29E-04
6,1.09E+00,5.33E-04
6,1.10E+00,5.38E-04
6,1.11E+00,5.43E-04
6,1.12E+00,5.47E-04
6,1.13E+00,5.52E-04
6,1.14E+00,5.57E-04
6,1.15E+00,5.62E-04
6,1.16E+00,5.66E-04
6,1.17E+00,5.71E-04
6,1.18E+00,5.76E-04
6,1.19E+00,5.80E-04
6,1.20E+00,5.85E-04
6,1.21E+00,5.90E-04
6,1.22E+00,5.95E-04
6,1.23E+00,5.99E-04
6,1.24E+00,6.04E-04
6,1.25E+00,6.09E-04
6,1.26E+00,6.13E-04
6,1.27E+00,6.18E-04
6,1.28E+00,6.23E-04
6,1.29E+00,6.27E-04
6,1.30E+00,6.32E-04
6,1.31E+00,6.37E-04
6,1.32E+00,6.41E-04
6,1.33E+00,6.46E-04
6,1.34E+00,6.51E-04
6,1.35E+00,6.55E-04
6,1.36E+00,6.60E-04
6,1.37E+00,6.64E-04
6,1.38E+00,6.69E-04
6,1.39E+00,6.74E-04
6,1.40E+00,6.78E-04
6,1.41E+00,6.83E-04
6,1.42E+00,6.88E-04
6,1.43E+00,6.92E-04
6,1.44E+00,6.97E-04
6,1.45E+00,7.01E-04
6,1.46E+00,7.06E-04
6,1.47E+00,7.11E-04
6,1.48E+00,7.15E-04
6,1.49E+00,7.20E-04
6,1.50E+00,7.25E-04
6,1.51E+00,7.29E-04
6,1.52E+00,7.34E-04
6,1.53E+00,7.38E-04
6,1.54E+00,7.43E-04
6,1.55E+00,7.47E-04
6,1.56E+00,7.52E-04
6,1.57E+00,7.57E-04
6,1.58E+00,7.61E-04
6,1.59E+00,7.66E-04
6,1.60E+00,7.70E-04
6,1.61E+00,7.75E-04
6,1.62E+00,7.79E-04
6,1.63E+00,7.84E-04
6,1.64E+00,7.89E-04
6,1.65E+00,7.93E-04
6,1.66E+00,7.98E-04
6,1.67E+00,8.02E-04
6,1.68E+00,8.07E-04
6,1.69E+00,8.11E-04
6,1.70E+00,8.16E-04
6,1.71E+00,8.20E-04
6,1.72E+00,8.25E-04
6,1.73E+00,8.29E-04
6,1.74E+00,8.34E-04
6,1.75E+00,8.38E-04
6,1.76E+00,8.43E-04
6,1.77E+00,8.47E-04
6,1.78E+00,8.52E-04
6,1.79E+00,8.56E-04
6,1.80E+00,8.61E-04
6,1.81E+00,8.65E-04
6,1.82E+00,8.70E-04
6,1.83E+00,8.74E-04
6,1.84E+00,8.79E-04
6,1.85E+00,8.83E-04
6,1.86E+00,8.88E-04
6,1.87E+00,8.92E-04
6,1.88E+00,8.97E-04
6,1.89E+00,9.01E-04
6,1.90E+00,9.06E-04
6,1.91E+00,9.10E-04
6,1.92E+00,9.14E-04
6,1.93E+00,9.19E-04
6,1.94E+00,9.23E-04
6,1.95E+00,9.28E-04
6,1.96E+00,9.32E-04
6,1.97E+00,9.37E-04
6,1.98E+00,9.41E-04
6,1.99E+00,9.45E-04
6,2.00E+00,9.50E-04
6,2.01E+00,9.54E-04
6,2.02E+00,9.59E-04
6,2.03E+00,9.63E-04
6,2.04E+00,9.68E-04
6,2.05E+00,9.72E-04
6,2.06E+00,9.76E-04
6,2.07E+00,9.81E-04
6,2.08E+00,9.85E-04
6,2.09E+00,9.89E-04
6,2.10E+00,9.94E-04
6,2.11E+00,9.98E-04
6,2.12E+00,1.00E-03
6,2.13E+00,1.01E-03
6,2.14E+00,1.01E-03
6,2.15E+00,1.02E-03
6,2.16E+00,1.02E-03
6,2.17E+00,1.02E-03
6,2.18E+00,1.03E-03
6,2.19E+00,1.03E-03
6,2.20E+00,1.04E-03
6,2.21E+00,1.04E-03
6,2.22E+00,1.05E-03
6,2.23E+00,1.05E-03
6,2.24E+00,1.05E-03
6,2.25E+00,1.06E-03
6,2.26E+00,1.06E-03
6,2.27E+00,1.07E-03
6,2.28E+00,1.07E-03
6,2.29E+00,1.08E-03
6,2.30E+00,1.08E-03
6,2.31E+00,1.08E-03
6,2.32E+00,1.09E-03
6,2.33E+00,1.09E-03
6,2.34E+00,1.10E-03
6,2.35E+00,1.10E-03
6,2.36E+00,1.11E-03
6,2.37E+00,1.11E-03
6,2.38E+00,1.11E-03
6,2.39E+00,1.12E-03
6,2.40E+00,1.12E-03
6,2.41E+00,1.13E-03
6,2.42E+00,1.13E-03
6,2.43E+00,1.14E-03
6,2.44E+00,1.14E-03
6,2.45E+00,1.14E-03
6,2.46E+00,1.15E-03
6,2.47E+00,1.15E-03
6,2.48E+00,1.16E-03
6,2.49E+00,1.16E-03
6,2.50E+00,1.17E-03
6,2.51E+00,1.17E-03
6,2.52E+00,1.17E-03
6,2.53E+00,1.18E-03
6,2.54E+00,1.18E-03
6,2.55E+00,1.19E-03
6,2.56E+00,1.19E-03
6,2.57E+00,1.20E-03
6,2.58E+00,1.20E-03
6,2.59E+00,1.20E-03
6,2.60E+00,1.21E-03
6,2.61E+00,1.21E-03
6,2.62E+00,1.22E-03
6,2.63E+00,1.22E-03
6,2.64E+00,1.22E-03
6,2.65E+00,1.23E-03
6,2.66E+00,1.23E-03
6,2.67E+00,1.24E-03
6,2.68E+00,1.24E-03
6,2.69E+00,1.25E-03
6,2.70E+00,1.25E-03
6,2.71E+00,1.25E-03
6,2.72E+00,1.26E-03
6,2.73E+00,1.26E-03
6,2.74E+00,1.27E-03
6,2.75E+00,1.27E-03
6,2.76E+00,1.27E-03
6,2.77E+00,1.28E-03
6,2.78E+00,1.28E-03
6,2.79E+00,1.29E-03
6,2.80E+00,1.29E-03
6,2.81E+00,1.29E-03
6,2.82E+00,1.30E-03
6,2.83E+00,1.30E-03
6,2.84E+00,1.31E-03
6,2.85E+00,1.31E-03
6,2.86E+00,1.31E-03
6,2.87E+00,1.32E-03
6,2.88E+00,1.32E-03
6,2.89E+00,1.33E-03
6,2.90E+00,1.33E-03
6,2.91E+00,1.34E-03
6,2.92E+00,1.34E-03
6,2.93E+00,1.34E-03
6,2.94E+00,1.35E-03
6,2.95E+00,1.35E-03
6,2.96E+00,1.36E-03
6,2.97E+00,1.36E-03
6,2.98E+00,1.36E-03
6,2.99E+00,1.37E-03
6,3.00E+00,1.37E-03
6,3.01E+00,1.38E-03
6,3.02E+00,1.38E-03
6,3.03E+00,1.38E-03
6,3.04E+00,1.39E-03
6,3.05E+00,1.39E-03
6,3.06E+00,1.40E-03
6,3.07E+00,1.40E-03
6,3.08E+00,1.40E-03
6,3.09E+00,1.41E-03
6,3.10E+00,1.41E-03
6,3.11E+00,1.42E-03
6,3.12E+00,1.42E-03
6,3.13E+00,1.42E-03
6,3.14E+00,1.43E-03
6,3.15E+00,1.43E-03
6,3.16E+00,1.43E-03
6,3.17E+00,1.44E-03
6,3.18E+00,1.44E-03
6,3.19E+00,1.45E-03
6,3.20E+00,1.45E-03
6,3.21E+00,1.45E-03
6,3.22E+00,1.46E-03
6,3.23E+00,1.46E-03
6,3.24E+00,1.47E-03
6,3.25E+00,1.47E-03
6,3.26E+00,1.47E-03
6,3.27E+00,1.48E-03
6,3.28E+00,1.48E-03
6,3.29E+00,1.49E-03
6,3.30E+00,1.49E-03
6,3.31E+00,1.49E-03
6,3.32E+00,1.50E-03
6,3.33E+00,1.50E-03
6,3.34E+00,1.50E-03
6,3.35E+00,1.51E-03
6,3.36E+00,1.51E-03
6,3.37E+00,1.52E-03
6,3.38E+00,1.52E-03
6,3.39E+00,1.52E-03
6,3.40E+00,1.53E-03
6,3.41E+00,1.53E-03
6,3.42E+00,1.53E-03
6,3.43E+00,1.54E-03
6,3.44E+00,1.54E-03
6,3.45E+00,1.55E-03
6,3.46E+00,1.55E-03
6,3.47E+00,1.55E-03
6,3.48E+00,1.56E-03
6,3.49E+00,1.56E-03
6,3.50E+00,1.57E-03
6,3.51E+00,1.57E-03
6,3.52E+00,1.57E-03
6,3.53E+00,1.58E-03
6,3.54E+00,1.58E-03
6,3.55E+00,1.58E-03
6,3.56E+00,1.59E-03
6,3.57E+00,1.59E-03
6,3.58E+00,1.59E-03
6,3.59E+00,1.60E-03
6,3.60E+00,1.60E-03
6,3.61E+00,1.61E-03
6,3.62E+00,1.61E-03
6,3.63E+00,1.61E-03
6,3.64E+00,1.62E-03
6,3.65E+00,1.62E-03
6,3.66E+00,1.62E-03
6,3.67E+00,1.63E-03
6,3.68E+00,1.63E-03
6,3.69E+00,1.64E-03
6,3.70E+00,1.64E-03
6,3.71E+00,1.64E-03
6,3.72E+00,1.65E-03
6,3.73E+00,1.65E-03
6,3.74E+00,1.65E-03
6,3.75E+00,1.66E-03
6,3.76E+00,1.66E-03
6,3.77E+00,1.66E-03
6,3.78E+00,1.67E-03
6,3.79E+00,1.67E-03
6,3.80E+00,1.68E-03
6,3.81E+00,1.68E-03
6,3.82E+00,1.68E-03
6,3.83E+00,1.69E-03
6,3.84E+00,1.69E-03
6,3.85E+00,1.69E-03
6,3.86E+00,1.70E-03
6,3.87E+00,1.70E-03
6,3.88E+00,1.70E-03
6,3.89E+00,1.71E-03
6,3.90E+00,1.71E-03
6,3.91E+00,1.71E-03
6,3.92E+00,1.72E-03
6,3.93E+00,1.72E-03
6,3.94E+00,1.72E-03
6,3.95E+00,1.73E-03
6,3.96E+00,1.73E-03
6,3.97E+00,1.74E-03
6,3.98E+00,1.74E-03
6,3.99E+00,1.74E-03
6,4.00E+00,1.75E-03
6,4.01E+00,1.75E-03
6,4.02E+00,1.75E-03
6,4.03E+00,1.76E-03
6,4.04E+00,1.76E-03
6,4.05E+00,1.76E-03
6,4.06E+00,1.77E-03
6,4.07E+00,1.77E-03
6,4.08E+00,1.77E-03
6,4.09E+00,1.78E-03
6,4.10E+00,1.78E-03
6,4.11E+00,1.78E-03
6,4.12E+00,1.79E-03
6,4.13E+00,1.79E-03
6,4.14E+00,1.79E-03
6,4.15E+00,1.80E-03
6,4.16E+00,1.80E-03
6,4.17E+00,1.80E-03
6,4.18E+00,1.81E-03
6,4.19E+00,1.81E-03
6,4.20E+00,1.81E-03
6,4.21E+00,1.82E-03
6,4.22E+00,1.82E-03
6,4.23E+00,1.82E-03
6,4.24E+00,1.83E-03
6,4.25E+00,1.83E-03
6,4.26E+00,1.83E-03
6,4.27E+00,1.84E-03
6,4.28E+00,1.84E-03
6,4.29E+00,1.84E-03
6,4.30E+00,1.85E-03
6,4.31E+00,1.85E-03
6,4.32E+00,1.85E-03
6,4.33E+00,1.86E-03
6,4.34E+00,1.86E-03
6,4.35E+00,1.86E-03
6,4.36E+00,1.87E-03
6,4.37E+00,1.87E-03
6,4.38E+00,1.87E-03
6,4.39E+00,1.88E-03
6,4.40E+00,1.88E-03
6,4.41E+00,1.88E-03
6,4.42E+00,1.89E-03
6,4.43E+00,1.89E-03
6,4.44E+00,1.89E-03
6,4.45E+00,1.89E-03
6,4.46E+00,1.90E-03
6,4.47E+00,1.90E-03
6,4.48E+00,1.90E-03
6,4.49E+00,1.91E-03
6,4.50E+00,1.91E-03
6,4.51E+00,1.91E-03
6,4.52E+00,1.92E-03
6,4.53E+00,1.92E-03
6,4.54E+00,1.92E-03
6,4.55E+00,1.93E-03
6,4.56E+00,1.93E-03
6,4.57E+00,1.93E-03
6,4.58E+00,1.94E-03
6,4.59E+00,1.94E-03
6,4.60E+00,1.94E-03
6,4.61E+00,1.94E-03
6,4.62E+00,1.95E-03
6,4.63E+00,1.95E-03
6,4.64E+00,1.95E-03
6,4.65E+00,1.96E-03
6,4.66E+00,1.96E-03
6,4.67E+00,1.96E-03
6,4.68E+00,1.97E-03
6,4.69E+00,1.97E-03
6,4.70E+00,1.97E-03
6,4.71E+00,1.97E-03
6,4.72E+00,1.98E-03
6,4.73E+00,1.98E-03
6,4.74E+00,1.98E-03
6,4.75E+00,1.99E-03
6,4.76E+00,1.99E-03
6,4.77E+00,1.99E-03
6,4.78E+00,2.00E-03
6,4.79E+00,2.00E-03
6,4.80E+00,2.00E-03
6,4.81E+00,2.00E-03
6,4.82E+00,2.01E-03
6,4.83E+00,2.01E-03
6,4.84E+00,2.01E-03
6,4.85E+00,2.02E-03
6,4.86E+00,2.02E-03
6,4.87E+00,2.02E-03
6,4.88E+00,2.02E-03
6,4.89E+00,2.03E-03
6,4.90E+00,2.03E-03
6,4.91E+00,2.03E-03
6,4.92E+00,2.04E-03
6,4.93E+00,2.04E-03
6,4.94E+00,2.04E-03
6,4.95E+00,2.04E-03
6,4.96E+00,2.05E-03
6,4.97E+00,2.05E-03
6,4.98E+00,2.05E-03
6,4.99E+00,2.06E-03
6,5.00E+00,2.06E-03
6,5.01E+00,2.06E-03
6,5.02E+00,2.06E-03
6,5.03E+00,2.07E-03
6,5.04E+00,2.07E-03
6,5.05E+00,2.07E-03
6,5.06E+00,2.07E-03
6,5.07E+00,2.08E-03
6,5.08E+00,2.08E-03
6,5.09E+00,2.08E-03
6,5.10E+00,2.08E-03
6,5.11E+00,2.09E-03
6,5.12E+00,2.09E-03
6,5.13E+00,2.09E-03
6,5.14E+00,2.10E-03
6,5.15E+00,2.10E-03
6,5.16E+00,2.10E-03
6,5.17E+00,2.10E-03
6,5.18E+00,2.11E-03
6,5.19E+00,2.11E-03
6,5.20E+00,2.11E-03
6,5.21E+00,2.11E-03
6,5.22E+00,2.12E-03
6,5.23E+00,2.12E-03
6,5.24E+00,2.12E-03
6,5.25E+00,2.12E-03
6,5.26E+00,2.13E-03
6,5.27E+00,2.13E-03
6,5.28E+00,2.13E-03
6,5.29E+00,2.13E-03
6,5.30E+00,2.14E-03
6,5.31E+00,2.14E-03
6,5.32E+00,2.14E-03
6,5.33E+00,2.14E-03
6,5.34E+00,2.15E-03
6,5.35E+00,2.15E-03
6,5.36E+00,2.15E-03
6,5.37E+00,2.15E-03
6,5.38E+00,2.16E-03
6,5.39E+00,2.16E-03
6,5.40E+00,2.16E-03
6,5.41E+00,2.16E-03
6,5.42E+00,2.17E-03
6,5.43E+00,2.17E-03
6,5.44E+00,2.17E-03
6,5.45E+00,2.17E-03
6,5.46E+00,2.17E-03
6,5.47E+00,2.18E-03
6,5.48E+00,2.18E-03
6,5.49E+00,2.18E-03
6,5.50E+00,2.18E-03
6,5.51E+00,2.19E-03
6,5.52E+00,2.19E-03
6,5.53E+00,2.19E-03
6,5.54E+00,2.19E-03
6,5.55E+00,2.20E-03
6,5.56E+00,2.20E-03
6,5.57E+00,2.20E-03
6,5.58E+00,2.20E-03
6,5.59E+00,2.20E-03
6,5.60E+00,2.21E-03
6,5.61E+00,2.21E-03
6,5.62E+00,2.21E-03
6,5.63E+00,2.21E-03
6,5.64E+00,2.21E-03
6,5.65E+00,2.22E-03
6,5.66E+00,2.22E-03
6,5.67E+00,2.22E-03
6,5.68E+00,2.22E-03
6,5.69E+00,2.23E-03
6,5.70E+00,2.23E-03
6,5.71E+00,2.23E-03
6,5.72E+00,2.23E-03
6,5.73E+00,2.23E-03
6,5.74E+00,2.24E-03
6,5.75E+00,2.24E-03
6,5.76E+00,2.24E-03
6,5.77E+00,2.24E-03
6,5.78E+00,2.24E-03
6,5.79E+00,2.25E-03
6,5.80E+00,2.25E-03
6,5.81E+00,2.25E-03
6,5.82E+00,2.25E-03
6,5.83E+00,2.25E-03
6,5.84E+00,2.26E-03
6,5.85E+00,2.26E-03
6,5.86E+00,2.26E-03
6,5.87E+00,2.26E-03
6,5.88E+00,2.26E-03
6,5.89E+00,2.26E-03
6,5.90E+00,2.27E-03
6,5.91E+00,2.27E-03
6,5.92E+00,2.27E-03
6,5.93E+00,2.27E-03
6,5.94E+00,2.27E-03
6,5.95E+00,2.28E-03
6,5.96E+00,2.28E-03
6,5.97E+00,2.28E-03
6,5.98E+00,2.28E-03
6,5.99E+00,2.28E-03
6,6.00E+00,2.28E-03
